24,63122,89,2,0
10,15035822,1056548,12656,161642
26,115658,4699,120,448
22,626024,60539,222,3494
23,1356350,38938,519,3713
25,50473,376,59,441
24,362788,17129,657,1411
26,437070,16927,643,2226
25,89671,443,212,1259
10,49107,315,10,18
22,196102,4195,140,526
10,112509,3525,120,262
26,1459882,83321,1017,13144
10,321565,16772,185,559
10,200973,12480,60,463
22,4069,214,0,6
25,74158,461,98,167
27,186262,7257,906,959
22,478859,33925,180,4660
22,919912,10138,872,776
1,1112947,12288,881,1733
22,2059052,39610,1328,4516
17,306432,9181,424,332
10,4719714,268428,4356,19587
24,197295,1989,45,153
24,12396,39,0,5
10,120675,5164,114,857
24,2291406,78078,1776,8720
26,140678,9064,43,174
25,16752,26,131,69
23,1274795,50759,967,3130
28,153118,1344,15,118
24,458189,1347,1640,1129
25,166374,475,515,753
24,4471,23,0,2
10,158834,6712,41,580
2,238057,594,10,54
22,832765,11049,191,853
24,456311,8339,460,1119
24,437333,7274,248,524
1,154997,673,9,36
2,51737,862,10,78
26,690445,29547,668,2286
10,174807,2959,120,578
27,102322,5653,78,547
15,2425974,47999,983,5907
1,5619,237,1,22
17,192089,7006,245,456
26,65192,3938,52,200
24,276105,3623,66,354
24,445518,27190,262,1749
24,38720,218,34,131
28,203736,3684,52,192
28,4744488,35529,7328,13000
10,137441,18498,82,2213
10,107756,12140,47,807
10,94481,2268,378,641
24,6195810,372700,23509,39002
23,754790,3615,862,1264
22,146466,2621,360,1263
10,276034,13739,449,1039
23,3192269,162414,1918,9412
26,1555218,94238,2226,12202
22,8665083,700870,56487,134318
28,994795,38506,1095,4208
17,215449,2973,86,351
10,282005,1028,84,60
24,123721,766,40,55
10,8795,119,3,13
24,673243,44892,689,6739
10,297168,8603,166,390
23,214806,16803,284,2588
10,57920,303,5,33
19,264265,10187,151,1747
10,43650,2344,23,90
10,131490,2717,68,176
24,7195,11,0,2
24,70403,1536,7,120
26,348812,19836,311,1650
26,848558,40760,370,3902
10,3908558,130883,10147,8631
24,2422328,40269,1631,4766
24,163494,332,64,124
28,4801175,103058,12067,21660
1,2243743,47968,872,3543
26,36250,1566,23,182
10,355704,16412,198,1085
10,4108,421,4,45
28,966001,25724,1046,4802
23,1353041,49056,840,3295
10,26232,1968,14,133
10,184273,1043,14,107
26,76413,3777,19,274
22,284397,23482,56,1674
10,344944,13305,477,1083
24,459829,10606,649,1018
10,106586,3605,54,210
1,1887547,113729,3803,21940
22,3245570,223798,1184,18159
24,572561,22532,517,1566
10,108087,7804,39,285
28,1325192,46180,1416,4241
23,1476142,47281,1115,2080
10,324599,6496,859,635
10,191060,5387,408,563
28,1595643,6453,1859,2927
1,1692235,38125,1245,4421
10,1017138,83346,544,4069
24,2631028,84169,1975,6570
10,549720,44225,575,3578
10,109254,4296,75,239
10,2364524,350518,2301,38696
10,2156199,165263,2742,12872
24,99061,10935,66,569
10,20565649,1478119,46477,501435
24,478974,4858,1537,1555
22,113312,663,2059,936
24,391903,971,75,153
19,2012877,46829,1475,5161
24,1461691,22521,1309,1853
1,425398,12705,302,465
1,1525824,124315,445,28875
23,769883,20793,405,3065
24,56807,1037,877,510
24,1319154,42524,1225,4875
27,187003,5571,282,2332
24,227795,3588,724,1553
23,31919,3065,54,242
25,304781,15511,2159,2161
17,644242,5823,422,2986
24,68627,868,228,390
27,223455,9485,50,480
25,178675,627,1012,526
28,990106,33409,837,7726
10,63764,11682,89,1973
25,141058,2067,790,1823
10,312940,34381,282,2698
26,741687,41763,2409,9999
20,10869,167,2,30
24,105017,7451,73,644
24,128415,1576,63,125
15,104645,4101,80,279
24,3549055,185883,4266,32236
1,44193,2668,80,178
25,79301,306,197,112
24,17445,197,17,99
24,223592,7906,183,1349
17,8961,30,88,0
22,4763854,159547,9879,32772
17,1622730,8312,1457,5682
24,30899,1124,102,245
28,1093377,83465,2077,9997
24,1382327,12277,2365,1977
1,521816,8422,777,1041
24,25453,104,52,55
28,866903,20155,1336,3554
17,103590,876,82,197
22,1587575,44221,2057,4065
26,9155,278,22,57
22,7611822,288996,293883,93201
26,695844,36905,803,3488
22,344758,1593,66,254
24,455624,17129,678,3020
23,1273718,17446,5777,2742
28,32867,59,119,92
17,241868,120,33,68
10,44906,5138,78,464
25,696564,6750,298,1007
22,2372757,141479,7634,11593
10,19496639,464107,33974,34684
1,216743,1706,47,115
24,1389767,12413,1323,1144
23,219669,7131,103,337
24,1917979,85528,1401,13253
1,839473,3497,465,0
15,22413,1686,21,14
24,1022750,40957,1146,4086
24,3031,34,2,4
28,140681,2296,186,472
24,134239,846,309,569
23,2755100,124274,4068,5135
26,640425,25614,388,4776
17,69131,244,15,123
10,1456100,60356,1018,3252
23,471036,6911,943,1316
25,1137938,2928,1170,2994
1,115951,7163,568,3282
24,4167511,70131,7297,19103
24,2328,22,0,2
17,372931,11678,321,3955
23,1032913,8083,3008,1724
26,2258595,116427,1703,8218
23,318102,12145,220,1331
28,160225,2408,36,262
10,1002805,63946,480,7116
24,566996,5111,585,474
22,297151,14891,704,1352
22,240137,12298,554,2044
24,432877,12894,414,1461
28,2088810,29100,4783,5131
1,1614047,17164,1161,2083
26,186925,10704,189,1382
24,1671764,5823,259,734
26,61760,2659,51,222
24,95834,298,2,18
23,4603977,384101,7517,19305
25,190342,729,124,77
24,201056,20539,129,2309
26,111887,4525,220,777
28,3987580,26021,8719,0
24,340605,7360,174,506
22,391886,27347,281,2448
10,3514910,314218,1373,26807
23,2166127,90577,985,17373
22,320336,13466,221,1662
28,287017,6382,143,518
23,2759027,173077,1687,15945
24,72899,97,2,7
10,177799,18993,76,817
22,3758620,147601,1788,7908
10,601281,25610,688,1308
10,280951,5327,246,300
24,431648,1258,676,1010
10,47593,2493,98,546
28,2791685,77533,684,5246
22,166760,15048,144,757
22,775666,22997,1719,2658
22,409434,7606,1886,1033
24,3518322,74470,1478,1751
10,51043,2013,31,149
1,2019673,56452,410,2069
24,47803,911,75,280
10,2309878,121436,2210,11722
26,1040485,73342,1087,7302
26,773318,25113,460,2856
1,10249,261,3,27
28,821174,38800,831,4163
10,2023068,87498,2353,3852
26,764433,28630,611,2183
24,6438,76,0,13
26,959832,63408,462,3439
22,653088,61993,235,3554
25,50833,377,60,446
26,120171,4821,121,465
24,207643,2054,47,164
26,281272,15369,227,1392
24,382932,17756,694,1453
26,456727,17396,662,2273
25,90855,447,218,1287
22,209796,4398,146,567
10,49973,326,10,25
2,62054,933,10,97
10,200676,11690,328,461
10,126781,3853,136,281
26,1521371,85745,1045,10315
10,216293,13050,63,483
24,445225,7327,248,534
28,2348649,23861,4687,7608
25,79900,492,115,206
22,4363,226,0,13
22,2123895,40479,1362,4665
22,934381,10270,878,791
28,160545,1423,18,143
22,501481,34455,191,4710
10,370459,18297,208,604
27,195919,7488,930,977
24,12621,39,0,9
24,222677,4123,29,564
10,232176,8959,65,739
25,17019,26,131,78
1,1128296,12387,889,1786
17,315054,9284,432,352
26,144101,9213,43,185
24,2355458,79210,1803,8886
24,468130,1355,1642,1140
10,4990025,273916,4489,19878
25,166754,475,515,799
2,291948,687,10,71
24,4651,24,0,2
1,168793,699,9,44
10,130027,5383,117,917
26,68099,4052,53,208
22,923704,11708,200,936
26,713595,30269,689,2306
24,472460,8544,466,1135
27,2689,25,3,2
10,194613,3195,127,616
10,196113,8841,198,709
23,1303319,51274,983,3175
15,2457564,48412,1001,5911
24,511287,30026,324,1970
10,101864,2369,395,672
27,110725,5796,81,574
24,132561,802,45,64
24,40238,221,36,137
10,35945,2282,17,144
28,4804702,35719,7384,13127
10,131778,13029,65,857
10,153037,19121,88,2286
24,6232518,373824,23701,39144
22,146963,2626,364,1292
10,331980,1184,100,68
23,3280098,164959,2003,9557
28,1077745,40701,1186,4364
22,8808424,706104,57280,135649
23,795384,3717,898,1291
26,1574802,94941,2247,12442
28,206053,3715,53,194
10,9633,137,4,20
10,59537,316,5,40
10,50537,2624,26,100
1,1135047,43384,1902,10376
24,480140,16659,538,2121
1,1311031,43066,1618,8155
23,111973,5723,172,722
22,1512907,138252,4489,19821
27,414950,22413,448,1851
24,71480,5560,849,1672
23,864289,156831,738,14834
26,703228,45898,988,5124
10,334449,28136,208,1669
10,4635501,487060,4426,52345
23,625564,15712,333,728
25,206616,2170,899,1728
24,571105,9667,1405,705
25,174910,885,60,1607
23,242913,10385,325,1002
1,723864,34482,338,1605
10,630742,70815,930,6887
28,619567,36956,952,5381
1,34895,385,114,91
26,413743,13772,130,1534
10,518667,67782,585,3729
23,966197,61822,929,61179
10,4625554,239185,4769,18552
24,366192,19345,235,1000
17,616086,5988,364,2626
24,1096866,3080,202,406
22,302836,1286,4117,1608
22,1293052,49289,1660,4226
23,1403982,47930,1575,3840
22,223223,9518,816,1625
24,48652,367,22,38
24,145412,2409,2772,1335
24,106757,3529,152,380
1,565494,14734,420,518
24,672492,5990,2160,2192
22,580916,1657,73,494
2,125721,374,62,405
27,342604,7838,429,3383
23,1453523,121165,1773,15975
10,30424471,1762428,63990,582624
20,57495,813,27,93
19,2712929,55016,1986,6196
28,209228,7829,237,762
24,2737,5,4,9
24,59848,1577,160,0
24,30721,2013,45,152
23,361789,8193,359,400
25,43655,216,20,309
22,291775,16330,170,3207
1,1977954,141440,572,25637
22,16001,685,21,91
17,6462,9,1,8
24,268536,4091,911,1795
23,1002967,23521,497,3366
24,363089,9525,727,2521
24,306600,13553,155,1039
24,1626151,48674,1359,5407
10,2334998,107706,1525,3911
28,80180,4224,78,536
17,5665,27,6,21
24,42781,1313,163,262
24,78449,967,255,332
27,339150,12233,89,632
10,117006,15226,147,2315
22,75303,2024,92,533
25,217619,784,1337,755
27,380783,13750,195,2498
1,90525,2265,70,231
25,159619,2267,869,2024
10,54660,1744,30,133
28,21086,97,10,71
10,82157,6987,100,549
24,66513,2412,218,981
24,25100,406,22,53
24,37294,287,23,126
28,1243109,38280,1014,8793
17,16568,22,3,40
1,433796,11766,326,1265
22,16512,11,0,0
23,74482,4536,25,379
15,167923,5022,103,314
26,891116,46191,2838,10754
27,299418,14124,65,1474
28,1402952,35060,2185,5242
24,36085,131,71,76
28,164812,6948,81,1165
28,104297,3857,130,472
24,56625,1093,133,220
1,59662,3624,99,207
24,259100,8452,215,1459
22,55408,21,1,12
17,8413,23,2,10
24,3669748,190177,4359,27132
25,27512,828,13,157
24,1444656,50919,1239,3060
17,1681166,8432,1491,5031
22,5005454,166469,10127,33916
25,83692,312,218,116
17,116646,56,9,16
24,1637373,14157,2849,1888
28,1217865,89347,2205,10401
17,108762,891,85,158
25,1292047,2038,71,1461
17,11844,37,99,0
1,571327,8966,822,929
17,83417,288,20,159
28,896828,20598,1377,2958
22,390669,1805,72,302
17,341006,134,36,72
26,769005,39433,863,2852
22,7990090,293800,304135,94266
24,488446,17853,698,3139
23,1285313,17588,5802,2748
25,844361,6996,329,1038
17,26829,135,2,20
22,2403392,142708,7749,11482
10,22787997,502597,37538,36467
23,228041,7311,107,338
24,1445091,12846,1357,1147
24,2001345,88388,1457,11496
15,22895,1688,21,14
1,250066,1823,50,119
24,3170,34,2,3
24,1057885,41614,1169,4008
28,37093,61,119,75
24,165899,999,338,573
28,146597,2335,194,484
23,2891328,127796,4219,5371
26,663057,26141,404,4840
23,583550,8033,1041,954
23,344752,12587,235,1358
1,846964,3499,467,0
24,4271785,71114,7431,18958
24,2735,25,0,2
23,1150895,8900,3174,1798
17,385096,12006,326,4061
28,4112187,26609,8982,0
10,1703268,67601,1123,3373
1,122191,7384,593,3143
22,314005,15492,736,1318
10,1161121,67930,522,7469
24,108829,320,2,19
22,248787,12683,566,2096
24,446594,13138,424,1379
26,192937,10880,192,1376
26,63069,2725,53,162
24,395563,7615,184,498
1,18293,294,7,28
28,2218837,29355,4868,5214
26,117199,4674,225,539
24,222861,21781,141,2412
23,4699392,388954,7586,19412
25,191166,730,125,75
1,1689730,17709,1171,2035
22,429424,28624,291,2208
28,168337,2453,36,245
10,49418,2561,98,346
22,326073,13654,222,1716
23,2206513,91418,1002,17577
10,3864917,322474,1450,27422
10,188774,19494,76,807
28,303550,6567,145,560
10,652319,26543,755,1370
22,173696,15463,148,742
24,439139,1277,679,1041
10,319412,5750,272,289
22,3932117,150979,1861,7990
24,80333,106,2,9
28,2860774,78841,690,5333
23,2822860,175347,1710,16202
22,793296,23330,1761,2695
10,53740,2078,31,146
1,2125368,57482,419,2083
10,2517566,124876,2318,12000
28,837476,39223,841,4158
10,2172912,90925,2464,3963
26,1091561,75196,1139,7456
24,6668,77,1,17
22,425684,7817,1893,989
26,1561336,87097,1065,10525
22,677750,63206,247,3616
26,785534,29247,624,2218
26,979551,64289,465,3450
25,51110,378,60,433
24,215640,2105,47,169
24,396776,18156,716,1487
22,219221,4532,152,553
25,91572,448,221,1024
26,469986,17749,676,2303
10,50664,331,11,17
26,291348,15749,233,1330
2,72124,1018,13,93
28,2379689,24008,4727,7665
24,483496,1369,1645,1115
22,4672,234,0,0
10,142463,4231,148,279
22,2162240,41032,1384,4737
22,515000,34727,195,4722
22,1562770,55438,2305,8450
24,1212016,20232,726,1892
24,3276021,46736,12269,16257
23,893780,26586,3882,6579
23,303377,14258,705,2106
10,935264,33682,607,2395
24,588508,8333,6954,3445
24,3363282,103090,1299,13683
24,301110,13514,862,1544
25,1028351,4606,1846,4068
23,711388,60163,685,4513
25,425682,827,121,0
22,192459,3125,253,317
24,140162,2411,556,2269
25,415247,1211,145,1771
1,2030432,53758,2401,10117
25,554658,1603,156,451
24,393877,24097,287,1970
25,804890,2737,473,3076
22,166472,20192,91,1365
25,289015,1218,357,2790
25,296362,9725,339,662
25,659333,2556,261,2457
15,433887,16784,206,2858
1,230372,2481,1615,729
22,1844774,87576,927,8447
22,2157604,173297,6003,23371
25,249717,1218,94,2321
10,54893,4316,101,892
27,33643,1363,21,266
24,1338983,41541,1598,7145
1,2054703,59707,2903,14171
27,649980,29634,658,2532
23,734401,61972,423,1983
20,168597,1888,45,269
26,1975113,91789,2468,8095
10,781005,45393,501,2519
23,1427612,206227,1453,17694
24,222760,9177,203,2104
28,271966,5124,531,1050
25,275456,3165,1320,2804
23,707739,34969,4234,2862
22,116189,10845,48,1041
10,1780000,120919,2101,10514
24,854205,13450,1932,1064
10,6295987,561556,5248,50192
23,93109,1642,86,307
22,175570,9311,73,1005
24,787307,11457,509,1080
23,93153,1644,86,307
17,741716,6575,803,3876
24,854375,13452,1932,1064
10,40029,2854,31,566
10,6296864,561584,5248,50201
24,787579,11457,509,1080
24,1776792,61033,1489,5115
22,175570,9311,73,1011
24,160087,2270,53,264
26,662805,18403,214,2205
22,443138,13586,1365,1829
26,148613,5115,287,618
23,1108275,67202,1061,51656
24,170083,2750,3289,1291
10,7825532,319900,6665,17934
24,409153,21229,260,851
2,253730,725,97,675
20,69075,932,32,164
24,1645852,3980,241,445
10,1301057,116464,1300,5250
17,733959,6653,397,2258
27,360619,8200,454,2915
22,926059,2339,108,731
26,585879,36546,259,6514
25,71270,132,16,80
24,330166,11038,227,848
22,27421,951,36,182
26,169460,13806,191,3679
22,1411856,52080,1856,3326
10,449284,36937,281,1709
24,705336,6210,2286,2164
25,63424,255,33,420
22,342445,1438,4837,1492
10,186146,4304,170,606
23,1512823,50455,1795,2967
22,140334,20,3,34
10,47345,4628,71,613
24,392896,15435,167,1036
1,642158,16079,452,498
10,94521,2291,49,249
22,180210,5844,367,360
26,106081,6494,40,440
28,15063,173,14,45
23,1837712,140631,2125,13564
10,38013692,1950475,75294,713293
28,97907,4747,99,537
22,399036,18858,208,3034
20,1046589,68535,1790,15824
1,150809,3109,97,389
19,3113714,60791,2228,5018
23,369360,8391,366,506
10,128036,10085,107,803
22,217624,15050,57,614
22,32333,15,0,5
24,44592,2586,63,232
28,19243,426,12,166
1,2217633,148330,640,26872
24,469483,11535,928,2635
23,1086104,24579,520,2772
10,3285333,126704,1912,3844
10,151442,17823,171,2551
25,9812,79,1,44
24,12875,110,6,19
25,164212,2349,874,1739
26,102963,5161,102,911
1,470861,8958,131,556
24,1924559,54581,1465,4765
27,404235,13021,99,702
27,417236,14662,213,2806
17,8846,15,5,76
22,29697,82,0,19
24,448891,53333,173,5822
22,245695,19660,441,3563
1,10958,12,0,1
26,294805,5247,185,862
17,8601,33,12,95
28,58285,138,21,193
22,92713,2223,110,630
23,2746354,259144,1395,7409
2,9711,35,0,1
23,2559,22,2,2
24,46748,1384,173,207
10,135333,9966,134,634
24,7416,25,11,77
25,226034,796,1374,629
28,185800,7503,83,1316
10,2500,3,0,0
22,98878,32,2,92
24,80547,996,256,390
28,284701,9637,441,1197
24,46304,517,29,110
28,1369827,40647,1086,5158
17,20069,24,3,112
24,69906,2482,230,828
27,343571,15344,82,1452
28,1483400,36366,2333,4755
26,957256,48278,2982,7715
24,280835,8866,230,1273
15,200441,5469,109,438
25,19617,327,40,94
23,80264,4780,27,510
24,43011,298,23,190
24,66236,1210,145,298
17,177112,69,9,92
22,5228491,173380,10380,25526
26,400856,24132,382,2101
24,1735326,14978,3072,2023
1,63580,3815,105,218
24,1536419,52776,1277,2895
24,3750217,193019,4411,27538
25,29962,860,14,190
28,912053,20857,1400,3058
17,12120,39,101,0
24,39113,140,74,130
26,2698049,230881,16064,28571
28,1318696,93422,2293,10785
24,38038,225,107,62
26,65088,3946,59,351
1,625599,10118,904,1043
25,1300174,2103,74,1550
26,832540,41230,912,2881
26,30658,1749,11,142
17,397335,145,42,128
23,233903,7428,108,353
17,110528,896,88,158
22,2423445,143712,7835,11641
17,1830,4,0,0
27,7442,83,6,68
24,3258,34,2,66
22,8364224,298357,313873,97098
17,91023,320,21,245
24,2977,27,0,32
10,27750173,547764,40995,38712
24,2050517,89883,1483,11666
24,1079628,42068,1178,4105
23,1301518,17755,5858,2880
1,3495,42,0,3
24,1483192,13189,1383,1198
15,23122,1690,21,47
17,28694,143,2,82
22,35011,105,4,74
1,288222,2003,77,208
28,38209,62,120,160
23,673005,8705,1099,1036
17,403575,12438,336,4235
26,689183,26659,415,4942
25,1071580,4712,2074,7111
23,371975,13095,251,1497
23,3008352,130715,4325,5618
23,1564110,35849,4590,6924
24,2797562,30556,1600,2847
22,2565878,69119,3903,10216
24,2397363,61258,937,5303
22,301045,5362,1943,1252
23,1290298,32372,6131,8796
24,6941887,56662,15149,16182
10,1396535,41912,1273,3012
24,800049,10232,14527,6658
24,4485351,122303,1665,16461
24,648183,18895,1611,2395
23,446999,7179,538,524
25,1167998,4992,2067,2157
26,256171,18146,273,1767
23,1008102,71323,1003,4886
24,323563,6553,128,418
28,1300161,47953,1193,8487
24,273895,3097,987,2990
22,343483,6789,497,654
25,481689,998,154,0
26,929283,115692,1556,13766
24,1632313,44727,1839,6756
27,264994,8466,148,1364
1,2225184,56123,2585,10641
25,595165,1680,162,507
1,309307,3206,2074,720
25,880613,2948,526,3446
25,426453,1239,152,1830
25,376257,11036,441,731
26,176466,12951,858,2366
15,491160,18080,236,3070
22,75795,6898,186,582
22,2051476,93087,1036,8890
22,2301722,179738,6242,23812
22,187265,15267,269,2190
27,48482,1665,32,288
25,681342,2631,274,2590
22,207883,10698,276,691
25,299969,1248,378,2966
26,212235,13281,124,582
1,2341741,63921,3154,10182
27,731265,32138,723,2691
20,239391,2696,76,414
10,128751,6404,187,1205
10,183373,21714,295,2650
26,2323837,101194,2798,8584
25,52555,337,678,0
10,74510,3605,57,639
10,947646,48860,569,2687
28,326285,5623,607,1147
24,259257,9931,225,2241
25,255695,1236,100,2353
23,1535591,214538,1497,18212
24,10231,60,55,30
23,115720,1747,89,313
23,750442,36059,4381,2896
25,281248,3196,1332,2895
10,2249612,132447,2341,11371
22,148162,12073,61,918
24,1008645,14565,2036,702
22,277984,25129,127,1564
27,54036,2019,44,319
10,7034721,586276,5527,52039
24,987114,12693,588,1157
24,2016293,67215,1627,5396
22,187969,9690,83,1042
26,731408,19564,226,2354
1,986285,43548,508,2226
28,1168321,48425,1560,5851
17,795115,6810,836,4041
26,186238,5815,364,683
22,550784,15158,1501,1919
22,17075,25,14,25
10,10193845,372375,7709,19657
23,1137545,68186,1084,51763
24,421882,21912,266,871
22,34568,15,1,12
24,2062749,4085,243,485
2,288890,749,100,530
10,1731490,136800,1522,5630
17,762557,6758,408,2298
1,224129,132,9,21
24,181989,2507,55,282
26,638580,38308,275,6843
10,607138,42696,326,1916
25,74354,134,16,83
27,22609,1755,8,171
10,222497,5082,201,714
24,414532,12711,275,987
26,183929,14593,205,3847
24,175177,2786,3303,1320
10,72987,5772,99,789
22,359050,1487,5013,1529
23,1542703,51122,1816,3016
25,64563,256,33,436
28,121868,238,29,89
22,1453138,52942,1883,3428
22,175802,27,4,42
1,667332,16484,454,519
20,98194,639,13,106
22,1060006,2416,112,799
24,715033,6240,2305,2216
10,112287,2500,55,276
22,238351,6607,465,431
26,122419,7091,45,478
23,1970035,145806,2194,13849
10,41500672,2010366,78076,736179
22,432885,19409,221,3144
